date,team1,score1,team2,score2,venue,score_diff
11/14/2023,Prairie View A&M,79,Abilene Christian,74,Abilene Christian,5
11/19/2023,Fordham,45,Abilene Christian,59,Abilene Christian,-14
12/02/2023,Stephen F. Austin,79,Abilene Christian,74,Abilene Christian,5
12/06/2023,Northern Arizona,78,Abilene Christian,76,Abilene Christian,2
12/10/2023,Howard Payne,69,Abilene Christian,120,Abilene Christian,-51
12/17/2023,UTEP,82,Abilene Christian,88,Abilene Christian,-6
11/06/2023,Portland St.,62,Air Force,55,Air Force,7
11/16/2023,Lindenwood,58,Air Force,76,Air Force,-18
11/17/2023,William & Mary,71,Air Force,80,Air Force,-9
11/19/2023,Nebraska Omaha,56,Air Force,58,Air Force,-2
11/22/2023,VMI,54,Air Force,64,Air Force,-10
12/09/2023,Eastern Washington,73,Air Force,68,Air Force,5
12/21/2023,Northern Colorado,83,Air Force,79,Air Force,4
11/10/2023,Southern Miss,54,Akron,72,Akron,-18
11/14/2023,Heidelberg,56,Akron,114,Akron,-58
11/19/2023,FIU,71,Akron,77,Akron,-6
11/20/2023,Utah St.,65,Akron,62,Akron,3
11/21/2023,Drake,79,Akron,59,Akron,20
12/05/2023,Bradley,52,Akron,67,Akron,-15
12/17/2023,Miami Hamilton,45,Akron,88,Akron,-43
12/21/2023,Gardner Webb,90,Akron,94,Akron,-4
12/30/2023,St. Bonaventure,62,Akron,61,Akron,1
11/06/2023,Morehead St.,73,Alabama,105,Alabama,-32
11/10/2023,Indiana St.,80,Alabama,102,Alabama,-22
11/14/2023,South Alabama,46,Alabama,102,Alabama,-56
11/17/2023,Mercer,67,Alabama,98,Alabama,-31
11/28/2023,Clemson,85,Alabama,77,Alabama,8
12/04/2023,Arkansas St.,65,Alabama,89,Alabama,-24
12/09/2023,Purdue,92,Alabama,86,Alabama,6
12/23/2023,Eastern Kentucky,67,Alabama,111,Alabama,-44
12/30/2023,Liberty,56,Alabama,101,Alabama,-45
11/29/2023,Tennessee St.,83,Alabama A&M,85,Alabama A&M,-2
12/13/2023,UAB,93,Alabama A&M,82,Alabama A&M,11
12/16/2023,Chattanooga,88,Alabama A&M,72,Alabama A&M,16
11/14/2023,Oglethorpe,51,Alabama St.,115,Alabama St.,-64
12/03/2023,MUW,60,Alabama St.,80,Alabama St.,-20
12/19/2023,USC,79,Alabama St.,59,Alabama St.,20
11/21/2023,Army,59,Albany,62,Albany,-3
11/29/2023,Boston University,72,Albany,86,Albany,-14
12/02/2023,Dartmouth,68,Albany,73,Albany,-5
12/05/2023,SUNY Potsdam,59,Albany,98,Albany,-39
12/19/2023,Sacred Heart,79,Albany,93,Albany,-14
11/08/2023,Xavier LA,62,Alcorn St.,70,Alcorn St.,-8
11/13/2023,Siena,58,American,78,American,-20
11/16/2023,NJIT,73,American,87,American,-14
11/22/2023,Mount St. Mary's,65,American,68,American,-3
11/26/2023,Hood,74,American,103,American,-29
12/02/2023,Saint Francis,75,American,73,American,2
11/07/2023,Oakland City,49,Appalachian St.,87,Appalachian St.,-38
11/21/2023,UNC Wilmington,56,Appalachian St.,86,Appalachian St.,-30
11/26/2023,Austin Peay,58,Appalachian St.,78,Appalachian St.,-20
11/29/2023,East Tennessee St.,61,Appalachian St.,72,Appalachian St.,-11
12/03/2023,Auburn,64,Appalachian St.,69,Appalachian St.,-5
12/05/2023,Central Pennsylvania,35,Appalachian St.,111,Appalachian St.,-76
12/21/2023,UNC Asheville,76,Appalachian St.,63,Appalachian St.,13
12/30/2023,Louisiana Monroe,55,Appalachian St.,67,Appalachian St.,-12
11/06/2023,Morgan St.,59,Arizona,122,Arizona,-63
11/13/2023,Southern,59,Arizona,97,Arizona,-38
11/17/2023,Belmont,68,Arizona,100,Arizona,-32
11/19/2023,UT Arlington,56,Arizona,101,Arizona,-45
11/23/2023,Michigan St.,68,Arizona,74,Arizona,-6
12/02/2023,Colgate,55,Arizona,82,Arizona,-27
12/09/2023,Wisconsin,73,Arizona,98,Arizona,-25
12/20/2023,Alabama,74,Arizona,87,Arizona,-13
12/23/2023,Florida Atlantic,96,Arizona,95,Arizona,1
11/11/2023,Texas Southern,52,Arizona St.,63,Arizona St.,-11
11/16/2023,UMass Lowell,69,Arizona St.,71,Arizona St.,-2
11/23/2023,BYU,77,Arizona St.,49,Arizona St.,28
11/24/2023,Vanderbilt,67,Arizona St.,82,Arizona St.,-15
11/29/2023,Sam Houston St.,61,Arizona St.,78,Arizona St.,-17
12/03/2023,San Francisco,61,Arizona St.,72,Arizona St.,-11
12/06/2023,SMU,74,Arizona St.,76,Arizona St.,-2
12/20/2023,Northwestern,65,Arizona St.,46,Arizona St.,19
11/06/2023,Alcorn St.,59,Arkansas,93,Arkansas,-34
11/10/2023,Gardner Webb,68,Arkansas,86,Arkansas,-18
11/13/2023,Old Dominion,77,Arkansas,86,Arkansas,-9
11/17/2023,UNC Greensboro,78,Arkansas,72,Arkansas,6
11/23/2023,Memphis,84,Arkansas,79,Arkansas,5
11/24/2023,North Carolina,87,Arkansas,72,Arkansas,15
11/29/2023,Duke,75,Arkansas,80,Arkansas,-5
12/04/2023,Furman,83,Arkansas,97,Arkansas,-14
12/16/2023,Lipscomb,66,Arkansas,69,Arkansas,-3
12/21/2023,Abilene Christian,73,Arkansas,83,Arkansas,-10
12/30/2023,UNC Wilmington,90,Arkansas,106,Arkansas,-16
11/09/2023,Champion Christian,73,Arkansas Pine Bluff,116,Arkansas Pine Bluff,-43
11/11/2023,Southwestern Christian,68,Arkansas Pine Bluff,112,Arkansas Pine Bluff,-44
11/18/2023,Incarnate Word,100,Arkansas Pine Bluff,81,Arkansas Pine Bluff,19
11/27/2023,Arkansas Baptist,60,Arkansas Pine Bluff,85,Arkansas Pine Bluff,-25
12/18/2023,Ecclesia,75,Arkansas Pine Bluff,125,Arkansas Pine Bluff,-50
11/14/2023,Alcorn St.,86,Arkansas St.,100,Arkansas St.,-14
11/25/2023,UT Rio Grande Valley,58,Arkansas St.,75,Arkansas St.,-17
11/28/2023,Jackson St.,75,Arkansas St.,71,Arkansas St.,4
12/09/2023,UAB,68,Arkansas St.,87,Arkansas St.,-19
11/06/2023,Marist,71,Army,55,Army,16
11/17/2023,Quinnipiac,67,Army,58,Army,9
11/29/2023,Central Connecticut,79,Army,51,Army,28
12/01/2023,SUNY Maritime,39,Army,74,Army,-35
12/05/2023,Le Moyne,51,Army,68,Army,-17
12/17/2023,Stony Brook,78,Army,74,Army,4
12/30/2023,US Merchant Marine,50,Army,58,Army,-8
11/10/2023,Southeastern Louisiana,71,Auburn,86,Auburn,-15
11/17/2023,St. Bonaventure,60,Auburn,77,Auburn,-17
11/21/2023,Alabama A&M,54,Auburn,84,Auburn,-30
11/29/2023,Virginia Tech,57,Auburn,74,Auburn,-17
12/09/2023,Indiana,76,Auburn,104,Auburn,-28
12/13/2023,UNC Asheville,62,Auburn,87,Auburn,-25
12/17/2023,USC,75,Auburn,91,Auburn,-16
12/22/2023,Alabama St.,62,Auburn,82,Auburn,-20
12/30/2023,Chattanooga,66,Auburn,101,Auburn,-35
11/06/2023,Life,72,Austin Peay,90,Austin Peay,-18
11/14/2023,Fisk,52,Austin Peay,79,Austin Peay,-27
11/20/2023,Tarleton St.,66,Austin Peay,59,Austin Peay,7
11/22/2023,Sacramento St.,71,Austin Peay,74,Austin Peay,-3
11/29/2023,Morehead St.,61,Austin Peay,50,Austin Peay,11
12/05/2023,Midway,44,Austin Peay,98,Austin Peay,-54
12/09/2023,Murray St.,49,Austin Peay,53,Austin Peay,-4
12/22/2023,Ohio,67,Austin Peay,71,Austin Peay,-4
11/06/2023,Houston Christian,63,BYU,110,BYU,-47
11/10/2023,San Diego St.,65,BYU,74,BYU,-9
11/15/2023,Southeastern Louisiana,48,BYU,105,BYU,-57
11/18/2023,Morgan St.,50,BYU,93,BYU,-43
11/24/2023,N.C. State,86,BYU,95,BYU,-9
12/01/2023,Fresno St.,56,BYU,85,BYU,-29
12/05/2023,Evansville,55,BYU,96,BYU,-41
12/13/2023,Denver,74,BYU,90,BYU,-16
12/16/2023,Georgia St.,54,BYU,86,BYU,-32
12/22/2023,Bellarmine,59,BYU,101,BYU,-42
12/30/2023,Wyoming,68,BYU,94,BYU,-26
11/07/2023,Goshen,40,Ball St.,101,Ball St.,-61
11/11/2023,Old Dominion,68,Ball St.,73,Ball St.,-5
11/14/2023,Oakland City,51,Ball St.,92,Ball St.,-41
11/21/2023,USC Upstate,58,Ball St.,75,Ball St.,-17
11/24/2023,Arkansas Pine Bluff,74,Ball St.,92,Ball St.,-18
12/02/2023,Bellarmine,58,Ball St.,67,Ball St.,-9
12/10/2023,SIU Edwardsville,71,Ball St.,83,Ball St.,-12
12/16/2023,Indiana St.,83,Ball St.,72,Ball St.,11
11/07/2023,Auburn,82,Baylor,88,Baylor,-6
11/09/2023,John Brown,70,Baylor,96,Baylor,-26
11/12/2023,Gardner Webb,62,Baylor,77,Baylor,-15
11/14/2023,UMKC,61,Baylor,99,Baylor,-38
11/28/2023,Nicholls St.,70,Baylor,108,Baylor,-38
12/02/2023,Northwestern St.,40,Baylor,91,Baylor,-51
12/05/2023,Seton Hall,60,Baylor,78,Baylor,-18
12/22/2023,Mississippi Valley St.,48,Baylor,107,Baylor,-59
11/20/2023,Morehead St.,64,Bellarmine,51,Bellarmine,13
11/21/2023,Midway,56,Bellarmine,77,Bellarmine,-21
12/04/2023,Boyce,54,Bellarmine,88,Bellarmine,-34
12/07/2023,Berea,59,Bellarmine,98,Bellarmine,-39
12/16/2023,Evansville,70,Bellarmine,61,Bellarmine,9
11/06/2023,Georgia St.,87,Belmont,89,Belmont,-2
11/14/2023,Berry,59,Belmont,93,Belmont,-34
11/24/2023,Monmouth,93,Belmont,84,Belmont,9
12/02/2023,Valparaiso,68,Belmont,77,Belmont,-9
12/06/2023,Lipscomb,71,Belmont,72,Belmont,-1
12/20/2023,Arkansas St.,70,Belmont,74,Belmont,-4
11/10/2023,Trinity FL,46,Bethune Cookman,113,Bethune Cookman,-67
11/15/2023,Trinity Baptist,63,Bethune Cookman,104,Bethune Cookman,-41
11/20/2023,Charleston Southern,73,Bethune Cookman,79,Bethune Cookman,-6
11/25/2023,Delaware St.,72,Bethune Cookman,64,Bethune Cookman,8
12/01/2023,Incarnate Word,82,Bethune Cookman,96,Bethune Cookman,-14
11/12/2023,Keystone,50,Binghamton,104,Binghamton,-54
11/18/2023,Marist,59,Binghamton,82,Binghamton,-23
11/25/2023,Army,68,Binghamton,75,Binghamton,-7
12/09/2023,Le Moyne,79,Binghamton,91,Binghamton,-12
12/19/2023,Niagara,69,Binghamton,74,Binghamton,-5
12/30/2023,Marywood,52,Binghamton,108,Binghamton,-56
11/07/2023,Vanguard,55,Boise St.,89,Boise St.,-34
11/12/2023,San Francisco,58,Boise St.,63,Boise St.,-5
11/24/2023,VCU,61,Boise St.,65,Boise St.,-4
11/26/2023,Butler,70,Boise St.,56,Boise St.,14
12/01/2023,Saint Mary's,60,Boise St.,63,Boise St.,-3
12/05/2023,North Texas,64,Boise St.,69,Boise St.,-5
12/09/2023,Western Oregon,70,Boise St.,109,Boise St.,-39
12/12/2023,Northwestern St.,54,Boise St.,95,Boise St.,-41
12/17/2023,Cal St. Fullerton,65,Boise St.,88,Boise St.,-23
12/29/2023,Utah Valley,63,Boise St.,85,Boise St.,-22
11/06/2023,Fairfield,70,Boston College,89,Boston College,-19
11/15/2023,Richmond,61,Boston College,68,Boston College,-7
11/18/2023,Harvard,64,Boston College,73,Boston College,-9
12/02/2023,N.C. State,84,Boston College,78,Boston College,6
12/05/2023,Central Connecticut,68,Boston College,82,Boston College,-14
12/08/2023,Holy Cross,64,Boston College,95,Boston College,-31
12/21/2023,Lehigh,69,Boston College,85,Boston College,-16
11/16/2023,Bryant,79,Boston University,95,Boston University,-16
11/26/2023,Northern Vermont   Joh,49,Boston University,90,Boston University,-41
12/06/2023,Maine,74,Boston University,65,Boston University,9
12/22/2023,UMass Lowell,71,Boston University,63,Boston University,8
12/30/2023,Merrimack,63,Boston University,74,Boston University,-11
11/06/2023,Chicago St.,41,Bowling Green,70,Bowling Green,-29
11/11/2023,Arkansas St.,75,Bowling Green,81,Bowling Green,-6
11/17/2023,Bellarmine,85,Bowling Green,67,Bowling Green,18
11/24/2023,Western Kentucky,72,Bowling Green,65,Bowling Green,7
11/25/2023,Lipscomb,61,Bowling Green,82,Bowling Green,-21
11/26/2023,Canisius,73,Bowling Green,77,Bowling Green,-4
12/10/2023,Ohio Dominican,49,Bowling Green,97,Bowling Green,-48
12/16/2023,UMKC,69,Bowling Green,79,Bowling Green,-10
12/19/2023,Hampton,65,Bowling Green,75,Bowling Green,-10
12/22/2023,Siena Heights,58,Bowling Green,79,Bowling Green,-21
11/11/2023,Utah St.,66,Bradley,72,Bradley,-6
11/14/2023,Tarleton St.,63,Bradley,86,Bradley,-23
11/25/2023,Vermont,70,Bradley,79,Bradley,-9
12/02/2023,Indiana St.,85,Bradley,77,Bradley,8
12/15/2023,Cleveland St.,76,Bradley,69,Bradley,7
12/21/2023,SIU Edwardsville,64,Bradley,75,Bradley,-11
12/28/2023,Truman St.,47,Bradley,69,Bradley,-22
11/11/2023,Loyola MD,77,Brown,75,Brown,2
11/16/2023,Rhode Island College,51,Brown,92,Brown,-41
11/25/2023,UMKC,83,Brown,93,Brown,-10
12/01/2023,Bryant,69,Brown,66,Brown,3
12/22/2023,Siena,67,Brown,71,Brown,-4
11/06/2023,Manhattan,61,Bryant,59,Bryant,2
11/08/2023,Fisher,79,Bryant,140,Bryant,-61
11/20/2023,Howard,61,Bryant,67,Bryant,-6
11/27/2023,Springfield,74,Bryant,108,Bryant,-34
12/16/2023,Towson,93,Bryant,101,Bryant,-8
12/22/2023,Drexel,86,Bryant,104,Bryant,-18
11/06/2023,Delaware,78,Bucknell,57,Bucknell,21
11/20/2023,Southern Indiana,56,Bucknell,67,Bucknell,-11
11/29/2023,Princeton,85,Bucknell,71,Bucknell,14
12/16/2023,Radford,70,Bucknell,63,Bucknell,7
12/30/2023,Saint Peter's,67,Bucknell,58,Bucknell,9
11/06/2023,Fairleigh Dickinson,92,Buffalo,86,Buffalo,6
11/11/2023,South Alabama,70,Buffalo,56,Buffalo,14
11/15/2023,Roberts Wesleyan,83,Buffalo,89,Buffalo,-6
11/20/2023,Hofstra,102,Buffalo,68,Buffalo,34
11/21/2023,Louisiana,68,Buffalo,60,Buffalo,8
11/22/2023,Iona,89,Buffalo,64,Buffalo,25
12/02/2023,St. Bonaventure,80,Buffalo,65,Buffalo,15
12/09/2023,Western Kentucky,82,Buffalo,65,Buffalo,17
12/29/2023,Niagara,69,Buffalo,63,Buffalo,6
11/06/2023,Eastern Michigan,55,Butler,94,Butler,-39
11/10/2023,Southeast Missouri St.,56,Butler,91,Butler,-35
11/13/2023,East Tennessee St.,47,Butler,81,Butler,-34
11/23/2023,Florida Atlantic,91,Butler,86,Butler,5
11/24/2023,Penn St.,78,Butler,88,Butler,-10
11/30/2023,Texas Tech,95,Butler,103,Butler,-8
12/05/2023,Buffalo,59,Butler,72,Butler,-13
12/09/2023,California,90,Butler,97,Butler,-7
12/15/2023,Saginaw Valley St.,70,Butler,96,Butler,-26
12/19/2023,Georgetown,64,Butler,74,Butler,-10
11/06/2023,San Francisco St.,57,Cal Baptist,74,Cal Baptist,-17
11/10/2023,Jackson St.,66,Cal Baptist,80,Cal Baptist,-14
11/17/2023,Portland St.,66,Cal Baptist,63,Cal Baptist,3
11/18/2023,St. Thomas,62,Cal Baptist,66,Cal Baptist,-4
11/19/2023,Cal Poly,58,Cal Baptist,67,Cal Baptist,-9
11/25/2023,Vanguard,59,Cal Baptist,69,Cal Baptist,-10
12/06/2023,Utah Tech,72,Cal Baptist,69,Cal Baptist,3
12/19/2023,Western Kentucky,73,Cal Baptist,70,Cal Baptist,3
12/27/2023,Chicago St.,62,Cal Baptist,74,Cal Baptist,-12
11/06/2023,La Verne,62,Cal Poly,80,Cal Poly,-18
11/17/2023,St. Thomas,60,Cal Poly,61,Cal Poly,-1
11/18/2023,Portland St.,73,Cal Poly,57,Cal Poly,16
11/29/2023,San Jose St.,77,Cal Poly,81,Cal Poly,-4
12/18/2023,Eastern Washington,62,Cal Poly,53,Cal Poly,9
12/21/2023,Nebraska Omaha,53,Cal Poly,66,Cal Poly,-13
12/28/2023,Cal St. Northridge,83,Cal Poly,73,Cal Poly,10
11/06/2023,Southern Utah,72,Cal St. Bakersfield,73,Cal St. Bakersfield,-1
11/16/2023,Saint Katherine,44,Cal St. Bakersfield,77,Cal St. Bakersfield,-33
12/05/2023,Whittier,58,Cal St. Bakersfield,106,Cal St. Bakersfield,-48
12/19/2023,South Dakota,76,Cal St. Bakersfield,96,Cal St. Bakersfield,-20
12/30/2023,UC Irvine,75,Cal St. Bakersfield,56,Cal St. Bakersfield,19
11/11/2023,La Sierra,48,Cal St. Fullerton,78,Cal St. Fullerton,-30
11/20/2023,Southern Miss,67,Cal St. Fullerton,74,Cal St. Fullerton,-7
12/01/2023,North Dakota,54,Cal St. Fullerton,64,Cal St. Fullerton,-10
12/03/2023,Stanton,52,Cal St. Fullerton,102,Cal St. Fullerton,-50
12/20/2023,Pacific,56,Cal St. Fullerton,67,Cal St. Fullerton,-11
12/28/2023,Long Beach St.,81,Cal St. Fullerton,71,Cal St. Fullerton,10
11/17/2023,Life Pacific,67,Cal St. Northridge,98,Cal St. Northridge,-31
11/21/2023,Le Moyne,80,Cal St. Northridge,70,Cal St. Northridge,10
11/24/2023,Mississippi Valley St.,48,Cal St. Northridge,84,Cal St. Northridge,-36
12/07/2023,Bethesda,54,Cal St. Northridge,92,Cal St. Northridge,-38
12/11/2023,Utah Tech,75,Cal St. Northridge,80,Cal St. Northridge,-5
12/22/2023,Montana St.,70,Cal St. Northridge,82,Cal St. Northridge,-12
11/06/2023,St. Thomas,66,California,71,California,-5
11/10/2023,Pacific,87,California,79,California,8
11/13/2023,Cal St. Bakersfield,63,California,83,California,-20
11/16/2023,Montana St.,63,California,60,California,3
11/20/2023,UTEP,75,California,72,California,3
11/22/2023,Tulane,84,California,81,California,3
12/02/2023,Santa Clara,69,California,84,California,-15
12/20/2023,UC San Diego,67,California,71,California,-4
12/29/2023,Arizona,100,California,81,California,19
12/31/2023,Arizona St.,71,California,69,California,2
11/06/2023,Navy,48,Campbell,59,Campbell,-11
11/20/2023,North Carolina Central,78,Campbell,75,Campbell,3
11/21/2023,Idaho St.,69,Campbell,55,Campbell,14
11/22/2023,The Citadel,58,Campbell,65,Campbell,-7
12/02/2023,Southern Virginia,56,Campbell,87,Campbell,-31
12/12/2023,Pfeiffer,59,Campbell,88,Campbell,-29
12/14/2023,St. Augustine,48,Campbell,97,Campbell,-49
12/18/2023,Morgan St.,76,Campbell,83,Campbell,-7
11/20/2023,D'Youville,69,Canisius,109,Canisius,-40
12/01/2023,Quinnipiac,73,Canisius,93,Canisius,-20
12/03/2023,Saint Peter's,54,Canisius,52,Canisius,2
12/06/2023,Robert Morris,80,Canisius,87,Canisius,-7
11/10/2023,Hendrix,39,Central Arkansas,82,Central Arkansas,-43
11/13/2023,Arkansas Pine Bluff,85,Central Arkansas,83,Central Arkansas,2
11/25/2023,Eastern Michigan,74,Central Arkansas,71,Central Arkansas,3
11/26/2023,New Orleans,79,Central Arkansas,74,Central Arkansas,5
12/07/2023,Little Rock,71,Central Arkansas,75,Central Arkansas,-4
12/20/2023,Western Illinois,65,Central Arkansas,54,Central Arkansas,11
11/13/2023,Framingham St.,42,Central Connecticut,99,Central Connecticut,-57
11/19/2023,Manhattan,67,Central Connecticut,63,Central Connecticut,4
12/02/2023,Holy Cross,67,Central Connecticut,78,Central Connecticut,-11
12/19/2023,Northeastern,79,Central Connecticut,74,Central Connecticut,5
12/30/2023,Saint Elizabeth,38,Central Connecticut,99,Central Connecticut,-61
11/11/2023,Louisiana Monroe,74,Central Michigan,64,Central Michigan,10
11/20/2023,Siena,56,Central Michigan,70,Central Michigan,-14
12/06/2023,Valparaiso,67,Central Michigan,71,Central Michigan,-4
12/19/2023,Davenport,66,Central Michigan,90,Central Michigan,-24
12/21/2023,Detroit Mercy,63,Central Michigan,75,Central Michigan,-12
11/20/2023,Kansas,83,Chaminade,56,Chaminade,27
11/21/2023,UCLA,76,Chaminade,48,Chaminade,28
11/22/2023,Syracuse,105,Chaminade,56,Chaminade,49
11/06/2023,Iona,69,Charleston,71,Charleston,-2
11/10/2023,Duquesne,90,Charleston,72,Charleston,18
12/01/2023,Liberty,67,Charleston,76,Charleston,-9
12/10/2023,Rhode Island,70,Charleston,85,Charleston,-15
12/14/2023,The Citadel,71,Charleston,86,Charleston,-15
12/18/2023,Coastal Carolina,81,Charleston,84,Charleston,-3
12/21/2023,Saint Joseph's,82,Charleston,89,Charleston,-7
12/29/2023,Montreat,59,Charleston,96,Charleston,-37
11/06/2023,Toccoa Falls,59,Charleston Southern,94,Charleston Southern,-35
11/09/2023,North Florida,81,Charleston Southern,70,Charleston Southern,11
11/13/2023,Johnson & Wales NC,61,Charleston Southern,102,Charleston Southern,-41
12/02/2023,South Carolina St.,64,Charleston Southern,66,Charleston Southern,-2
12/13/2023,North Alabama,76,Charleston Southern,64,Charleston Southern,12
12/21/2023,Kentucky Christian,79,Charleston Southern,103,Charleston Southern,-24
11/06/2023,Maine,52,Charlotte,69,Charlotte,-17
11/10/2023,Liberty,71,Charlotte,59,Charlotte,12
11/15/2023,Utah Valley,45,Charlotte,62,Charlotte,-17
11/19/2023,George Mason,49,Charlotte,54,Charlotte,-5
11/25/2023,Georgia St.,57,Charlotte,65,Charlotte,-8
11/29/2023,Davidson,85,Charlotte,81,Charlotte,4
12/05/2023,Stetson,62,Charlotte,85,Charlotte,-23
12/22/2023,Greensboro,44,Charlotte,91,Charlotte,-47
11/06/2023,Covenant,44,Chattanooga,89,Chattanooga,-45
11/14/2023,Bellarmine,64,Chattanooga,72,Chattanooga,-8
11/19/2023,Tennessee Tech,63,Chattanooga,68,Chattanooga,-5
11/24/2023,Evansville,85,Chattanooga,77,Chattanooga,8
11/26/2023,Southeast Missouri St.,56,Chattanooga,72,Chattanooga,-16
12/10/2023,Tennessee Wesleyan,51,Chattanooga,112,Chattanooga,-61
12/19/2023,Gardner Webb,66,Chattanooga,69,Chattanooga,-3
11/09/2023,Mercer,66,Chicago St.,61,Chicago St.,5
11/14/2023,Cal St. Northridge,74,Chicago St.,64,Chicago St.,10
11/22/2023,Morgan St.,83,Chicago St.,84,Chicago St.,-1
11/25/2023,Tennessee Martin,94,Chicago St.,71,Chicago St.,23
11/30/2023,Delaware St.,76,Chicago St.,69,Chicago St.,7
12/03/2023,Stetson,54,Chicago St.,77,Chicago St.,-23
12/10/2023,St. Thomas,66,Chicago St.,50,Chicago St.,16
12/18/2023,UT Rio Grande Valley,68,Chicago St.,78,Chicago St.,-10
12/20/2023,Bethune Cookman,54,Chicago St.,55,Chicago St.,-1
11/06/2023,Illinois Chicago,58,Cincinnati,69,Cincinnati,-11
11/10/2023,Detroit Mercy,61,Cincinnati,93,Cincinnati,-32
11/12/2023,Eastern Washington,73,Cincinnati,85,Cincinnati,-12
11/19/2023,Northern Kentucky,66,Cincinnati,90,Cincinnati,-24
11/22/2023,Georgia Tech,54,Cincinnati,89,Cincinnati,-35
12/03/2023,Florida Gulf Coast,62,Cincinnati,99,Cincinnati,-37
12/12/2023,Bryant,53,Cincinnati,85,Cincinnati,-32
12/16/2023,Dayton,82,Cincinnati,68,Cincinnati,14
12/19/2023,Merrimack,49,Cincinnati,65,Cincinnati,-16
12/22/2023,Stetson,75,Cincinnati,83,Cincinnati,-8
12/29/2023,Evansville,58,Cincinnati,76,Cincinnati,-18
11/06/2023,Winthrop,56,Clemson,78,Clemson,-22
11/12/2023,Davidson,65,Clemson,68,Clemson,-3
11/19/2023,Boise St.,68,Clemson,85,Clemson,-17
11/24/2023,Alcorn St.,69,Clemson,90,Clemson,-21
12/06/2023,South Carolina,67,Clemson,72,Clemson,-5
12/09/2023,TCU,66,Clemson,74,Clemson,-8
12/22/2023,Queens,79,Clemson,109,Clemson,-30
12/29/2023,Radford,58,Clemson,93,Clemson,-35
11/08/2023,Defiance,41,Cleveland St.,102,Cleveland St.,-61
11/11/2023,Ohio,78,Cleveland St.,82,Cleveland St.,-4
11/15/2023,Canisius,61,Cleveland St.,71,Cleveland St.,-10
11/22/2023,East Tennessee St.,70,Cleveland St.,72,Cleveland St.,-2
11/25/2023,Alabama A&M,59,Cleveland St.,86,Cleveland St.,-27
12/02/2023,Detroit Mercy,58,Cleveland St.,69,Cleveland St.,-11
12/21/2023,Western Michigan,77,Cleveland St.,90,Cleveland St.,-13
12/28/2023,Oakland,67,Cleveland St.,75,Cleveland St.,-8
11/06/2023,Piedmont,86,Coastal Carolina,88,Coastal Carolina,-2
11/16/2023,Wichita St.,86,Coastal Carolina,77,Coastal Carolina,9
11/17/2023,Furman,89,Coastal Carolina,80,Coastal Carolina,9
11/19/2023,Charleston,80,Coastal Carolina,72,Coastal Carolina,8
11/26/2023,North Carolina Central,70,Coastal Carolina,58,Coastal Carolina,12
11/29/2023,USC Upstate,70,Coastal Carolina,72,Coastal Carolina,-2
12/02/2023,Winthrop,90,Coastal Carolina,87,Coastal Carolina,3
12/04/2023,St. Andrews Pres.,46,Coastal Carolina,110,Coastal Carolina,-64
12/09/2023,Wofford,88,Coastal Carolina,80,Coastal Carolina,8
12/21/2023,North Carolina A&T,85,Coastal Carolina,82,Coastal Carolina,3
12/30/2023,Troy,72,Coastal Carolina,65,Coastal Carolina,7
11/06/2023,Brown,70,Colgate,72,Colgate,-2
11/18/2023,Gardner Webb,52,Colgate,59,Colgate,-7
11/22/2023,Harvard,76,Colgate,70,Colgate,6
11/29/2023,Binghamton,49,Colgate,84,Colgate,-35
12/06/2023,Vermont St.,37,Colgate,115,Colgate,-78
11/06/2023,Towson,57,Colorado,75,Colorado,-18
11/10/2023,Grambling St.,63,Colorado,95,Colorado,-32
11/14/2023,Milwaukee,79,Colorado,106,Colorado,-27
11/21/2023,Florida St.,77,Colorado,71,Colorado,6
11/26/2023,Iona,68,Colorado,85,Colorado,-17
12/03/2023,Pepperdine,66,Colorado,91,Colorado,-25
12/15/2023,Northern Colorado,68,Colorado,90,Colorado,-22
12/21/2023,Utah Tech,71,Colorado,98,Colorado,-27
12/29/2023,Washington,69,Colorado,73,Colorado,-4
12/31/2023,Washington St.,67,Colorado,74,Colorado,-7
11/06/2023,Louisiana Tech,73,Colorado St.,81,Colorado St.,-8
11/10/2023,Wright St.,77,Colorado St.,105,Colorado St.,-28
11/17/2023,UMKC,61,Colorado St.,84,Colorado St.,-23
11/22/2023,Boston College,74,Colorado St.,86,Colorado St.,-12
11/29/2023,Colorado,83,Colorado St.,88,Colorado St.,-5
12/06/2023,Denver,80,Colorado St.,90,Colorado St.,-10
12/09/2023,Saint Mary's,64,Colorado St.,61,Colorado St.,3
12/17/2023,CSU Pueblo,54,Colorado St.,86,Colorado St.,-32
12/29/2023,Adams St.,61,Colorado St.,106,Colorado St.,-45
11/11/2023,Albany,78,Columbia,75,Columbia,3
11/12/2023,Bard,36,Columbia,86,Columbia,-50
11/15/2023,SUNY Delhi,60,Columbia,105,Columbia,-45
11/21/2023,LIU,67,Columbia,77,Columbia,-10
11/25/2023,Maine,56,Columbia,75,Columbia,-19
11/29/2023,Loyola MD,57,Columbia,69,Columbia,-12
12/05/2023,Lafayette,72,Columbia,83,Columbia,-11
11/06/2023,Northern Arizona,52,Connecticut,95,Connecticut,-43
11/11/2023,Stonehill,67,Connecticut,107,Connecticut,-40
11/14/2023,Mississippi Valley St.,53,Connecticut,87,Connecticut,-34
11/24/2023,Manhattan,60,Connecticut,90,Connecticut,-30
